CellID	Cell type
X1000101901.H8	epsilon
X1000101901.H9	epsilon
X1000101903.A1	acinar
X1000101903.A10	epsilon
X1000101903.A11	epsilon
X1000101903.A12	epsilon
X1000101903.A2	epsilon
X1000101903.A3	beta
X1000101903.A4	epsilon
X1000101903.A5	epsilon
X1000101903.A6	epsilon
X1000101903.A7	epsilon
X1000101903.A8	epsilon
X1000101903.A9	acinar
X1000101903.B1	epsilon
X1000101903.B10	epsilon
X1000101903.B12	epsilon
X1000101903.B2	epsilon
X1000101903.B3	epsilon
X1000101903.B4	epsilon
X1000101903.B5	epsilon
X1000101903.B7	epsilon
X1000101903.B8	epsilon
X1000101903.B9	epsilon
X1000101903.C1	epsilon
X1000101903.C10	mesenchymal
X1000101903.C11	epsilon
X1000101903.C12	epsilon
X1000101903.C2	epsilon
X1000101903.C3	epsilon
X1000101903.C4	acinar
X1000101903.C5	epsilon
X1000101903.C6	epsilon
X1000101903.C8	epsilon
X1000101903.C9	mesenchymal
X1000101903.D1	epsilon
X1000101903.D11	delta
X1000101903.D12	epsilon
X1000101903.D2	epsilon
X1000101903.D3	epsilon
X1000101903.D4	epsilon
X1000101903.D5	epsilon
X1000101903.D6	alpha
X1000101903.D7	epsilon
X1000101903.D9	epsilon
X1000101903.E1	epsilon
X1000101903.E10	epsilon
X1000101903.E11	epsilon
X1000101903.E12	epsilon
X1000101903.E4	epsilon
X1000101903.E6	epsilon
X1000101903.E7	epsilon
X1000101903.E8	epsilon
X1000101903.E9	epsilon
X1000101903.F1	acinar
X1000101903.F10	epsilon
X1000101903.F11	epsilon
X1000101903.F12	epsilon
X1000101903.F2	epsilon
X1000101903.F3	epsilon
X1000101903.F4	epsilon
X1000101903.F5	epsilon
X1000101903.F6	epsilon
X1000101903.F8	epsilon
X1000101903.F9	epsilon
X1000101903.G1	acinar
X1000101903.G10	epsilon
X1000101903.G11	epsilon
X1000101903.G12	acinar
X1000101903.G2	epsilon
X1000101903.G3	mesenchymal
X1000101903.G4	epsilon
X1000101903.G5	epsilon
X1000101903.G6	epsilon
X1000101903.G7	epsilon
X1000101903.G8	epsilon
X1000101903.G9	delta
X1000101903.H1	epsilon
X1000101903.H10	epsilon
X1000101903.H11	acinar
X1000101903.H2	acinar
X1000101903.H3	acinar
X1000101903.H4	epsilon
X1000101903.H5	epsilon
X1000101903.H6	epsilon
X1000101903.H7	epsilon
X1000101903.H8	epsilon
X1000101903.H9	epsilon
X1000102001.A1	epsilon
X1000102001.A10	acinar
X1000102001.A11	acinar
X1000102001.A12	acinar
X1000102001.A2	epsilon
X1000102001.A3	epsilon
X1000102001.A4	epsilon
X1000102001.A5	epsilon
X1000102001.A6	epsilon
X1000102001.A7	epsilon
X1000102001.A8	epsilon
X1000102001.A9	acinar
X1000102001.B1	acinar
X1000102001.B10	acinar
X1000102001.B11	acinar
X1000102001.B12	epsilon
X1000102001.B2	acinar
X1000102001.B3	acinar
X1000102001.B4	acinar
X1000102001.B5	delta
X1000102001.B6	epsilon
X1000102001.B7	epsilon
X1000102001.B8	acinar
X1000102001.B9	epsilon
X1000102001.C1	epsilon
X1000102001.C10	epsilon
X1000102001.C11	acinar
X1000102001.C12	delta
X1000102001.C2	acinar
X1000102001.C3	delta
X1000102001.C4	epsilon
X1000102001.C5	epsilon
X1000102001.C6	epsilon
X1000102001.C7	epsilon
X1000102001.C8	epsilon
X1000102001.C9	acinar
X1000102001.D1	acinar
X1000102001.D10	epsilon
X1000102001.D11	epsilon
X1000102001.D12	epsilon
X1000102001.D2	acinar
X1000102001.D3	epsilon
X1000102001.D4	epsilon
X1000102001.D5	epsilon
X1000102001.D6	acinar
X1000102001.D7	epsilon
X1000102001.D8	acinar
X1000102001.D9	delta
X1000102001.E1	delta
X1000102001.E10	epsilon
X1000102001.E11	acinar
X1000102001.E12	epsilon
X1000102001.E2	epsilon
X1000102001.E3	epsilon
X1000102001.E4	epsilon
X1000102001.E5	epsilon
X1000102001.E6	delta
X1000102001.E7	delta
X1000102001.E8	epsilon
X1000102001.E9	epsilon
X1000102001.F1	epsilon
X1000102001.F10	epsilon
X1000102001.F11	epsilon
X1000102001.F12	epsilon
X1000102001.F2	epsilon
X1000102001.F3	delta
X1000102001.F4	epsilon
X1000102001.F5	acinar
X1000102001.F6	delta
X1000102001.F7	acinar
X1000102001.F8	acinar
X1000102001.F9	delta
X1000102001.G1	acinar
X1000102001.G10	epsilon
X1000102001.G11	epsilon
X1000102001.G12	epsilon
X1000102001.G2	acinar
X1000102001.G3	epsilon
X1000102001.G4	epsilon
X1000102001.G5	epsilon
X1000102001.G6	epsilon
X1000102001.G7	epsilon
X1000102001.G8	acinar
X1000102001.G9	epsilon
X1000102001.H1	delta
X1000102001.H10	epsilon
X1000102001.H11	acinar
X1000102001.H12	delta
X1000102001.H2	epsilon
X1000102001.H3	delta
X1000102001.H4	epsilon
X1000102001.H5	epsilon
X1000102001.H6	epsilon
X1000102001.H7	delta
X1000102001.H8	mesenchymal
X1000102001.H9	epsilon
X1000102401.A10	epsilon
X1000102401.A11	epsilon
X1000102401.A12	epsilon
X1000102401.A2	epsilon
X1000102401.A3	acinar
X1000102401.A4	acinar
X1000102401.A5	delta
X1000102401.A6	acinar
X1000102401.A7	acinar
X1000102401.A8	acinar
X1000102401.A9	acinar
X1000102401.B1	epsilon
X1000102401.B11	epsilon
X1000102401.B12	epsilon
X1000102401.B2	epsilon
X1000102401.B4	acinar
X1000102401.B5	epsilon
X1000102401.B6	epsilon
X1000102401.B7	epsilon
X1000102401.B8	epsilon
X1000102401.B9	epsilon
X1000102401.C1	acinar
X1000102401.C10	epsilon
X1000102401.C11	acinar
X1000102401.C2	ductal
X1000102401.C3	acinar
X1000102401.C5	epsilon
X1000102401.C6	acinar
X1000102401.C8	epsilon
X1000102401.C9	epsilon
X1000102401.D1	epsilon
X1000102401.D10	acinar
X1000102401.D11	epsilon
X1000102401.D12	epsilon
X1000102401.D3	epsilon
X1000102401.D4	acinar
X1000102401.D5	epsilon
X1000102401.D6	acinar
X1000102401.D7	epsilon
X1000102401.D8	epsilon
X1000102401.D9	epsilon
X1000102401.E10	delta
X1000102401.E11	epsilon
X1000102401.E12	acinar
X1000102401.E2	acinar
X1000102401.E4	epsilon
X1000102401.E5	acinar
X1000102401.E6	epsilon
X1000102401.E7	epsilon
X1000102401.E9	delta
X1000102401.F1	epsilon
X1000102401.F10	acinar
X1000102401.F11	acinar
X1000102401.F12	epsilon
X1000102401.F2	acinar
X1000102401.F3	epsilon
X1000102401.F5	acinar
X1000102401.F6	epsilon
X1000102401.F7	acinar
X1000102401.F8	acinar
X1000102401.F9	epsilon
X1000102401.G1	acinar
X1000102401.G10	acinar
X1000102401.G11	epsilon
X1000102401.G12	acinar
X1000102401.G3	epsilon
X1000102401.G4	epsilon
X1000102401.G5	epsilon
X1000102401.G6	epsilon
X1000102401.G8	acinar
X1000102401.H1	epsilon
X1000102401.H10	epsilon
X1000102401.H11	epsilon
X1000102401.H2	delta
X1000102401.H3	epsilon
X1000102401.H4	epsilon
X1000102401.H5	acinar
X1000102401.H6	epsilon
X1000102401.H7	epsilon
X1000102401.H8	epsilon
X1000102401.H9	acinar
X1000102402.A1	acinar
X1000102402.A10	acinar
X1000102402.A11	acinar
X1000102402.A12	epsilon
X1000102402.A2	epsilon
X1000102402.A3	acinar
X1000102402.A4	epsilon
X1000102402.A5	epsilon
X1000102402.A6	acinar
X1000102402.A7	epsilon
X1000102402.A8	acinar
X1000102402.B1	acinar
X1000102402.B10	epsilon
X1000102402.B11	epsilon
X1000102402.B12	acinar
X1000102402.B3	epsilon
X1000102402.B4	epsilon
X1000102402.B5	acinar
X1000102402.B6	acinar
X1000102402.B7	acinar
X1000102402.B8	acinar
X1000102402.C1	acinar
X1000102402.C10	epsilon
X1000102402.C11	epsilon
X1000102402.C2	epsilon
X1000102402.C3	acinar
X1000102402.C5	epsilon
X1000102402.C8	epsilon
X1000102402.C9	epsilon
X1000102402.D1	epsilon
X1000102402.D10	epsilon
X1000102402.D11	delta
X1000102402.D12	epsilon
X1000102402.D2	epsilon
X1000102402.D3	acinar
X1000102402.D5	epsilon
X1000102402.D6	epsilon
X1000102402.D7	acinar
X1000102402.D8	epsilon
X1000102402.D9	delta
X1000102402.E1	acinar
X1000102402.E11	acinar
X1000102402.E12	epsilon
X1000102402.E2	acinar
X1000102402.E3	epsilon
X1000102402.E4	alpha
X1000102402.E5	epsilon
X1000102402.E6	epsilon
X1000102402.E8	epsilon
X1000102402.E9	epsilon
X1000102402.F1	acinar
X1000102402.F11	acinar
X1000102402.F12	epsilon
X1000102402.F2	epsilon
X1000102402.F5	acinar
X1000102402.F6	epsilon
X1000102402.F7	epsilon
X1000102402.F8	epsilon
X1000102402.F9	epsilon
X1000102402.G1	epsilon
X1000102402.G11	epsilon
X1000102402.G12	epsilon
X1000102402.G2	acinar
X1000102402.G3	epsilon
X1000102402.G4	delta
X1000102402.G5	ductal
X1000102402.G6	epsilon
X1000102402.G7	acinar
X1000102402.G8	epsilon
X1000102402.G9	epsilon
X1000102402.H1	acinar
X1000102402.H10	acinar
X1000102402.H11	acinar
X1000102402.H2	acinar
X1000102402.H3	epsilon
X1000102402.H4	epsilon
X1000102402.H5	epsilon
X1000102402.H6	epsilon
X1000102402.H7	acinar
X1000102402.H8	epsilon
X1000102402.H9	epsilon
X1000102403.A11	delta
X1000102403.A12	acinar
X1000102403.A3	acinar
X1000102403.A4	acinar
X1000102403.A6	acinar
X1000102403.A7	ductal
X1000102403.A8	delta
X1000102403.A9	delta
X1000102403.B1	acinar
X1000102403.B12	acinar
X1000102403.B6	acinar
X1000102403.B7	acinar
X1000102403.B8	acinar
X1000102403.B9	acinar
X1000102403.C1	endothelial
X1000102403.C11	acinar
X1000102403.C12	acinar
X1000102403.C3	mesenchymal
X1000102403.C4	endothelial
X1000102403.C5	acinar
X1000102403.C6	mesenchymal
X1000102403.C7	ductal
X1000102403.C8	acinar
X1000102403.D11	mesenchymal
X1000102403.D3	acinar
X1000102403.D4	acinar
X1000102403.D6	mesenchymal
X1000102403.D8	acinar
X1000102403.E1	delta
X1000102403.E11	acinar
X1000102403.E4	delta
X1000102403.E5	endothelial
X1000102403.E6	ductal
X1000102403.F1	mesenchymal
X1000102403.F10	acinar
X1000102403.F11	ductal
X1000102403.F3	acinar
X1000102403.F4	acinar
X1000102403.F8	mesenchymal
X1000102403.F9	acinar
X1000102403.G10	epsilon
X1000102403.G11	mesenchymal
X1000102403.G12	acinar
X1000102403.G2	acinar
X1000102403.G3	epsilon
X1000102403.G4	delta
X1000102403.G5	delta
X1000102403.G6	mesenchymal
X1000102403.H2	acinar
X1000102403.H3	epsilon
X1000102403.H6	acinar
X1000102403.H7	delta
X1000102403.H8	acinar
X1000102403.H9	delta
X1000102404.A1	mesenchymal
X1000102404.A10	delta
X1000102404.A11	mesenchymal
X1000102404.A12	mesenchymal
X1000102404.A2	mesenchymal
X1000102404.A3	mesenchymal
X1000102404.A4	mesenchymal
X1000102404.A5	mesenchymal
X1000102404.A6	mesenchymal
X1000102404.A7	mesenchymal
X1000102404.A8	delta
X1000102404.A9	mesenchymal
X1000102404.B1	mesenchymal
X1000102404.B10	mesenchymal
X1000102404.B11	mesenchymal
X1000102404.B12	mesenchymal
X1000102404.B2	endothelial
X1000102404.B4	mesenchymal
X1000102404.B6	mesenchymal
X1000102404.B7	mesenchymal
X1000102404.B8	mesenchymal
X1000102404.B9	mesenchymal
X1000102404.C1	mesenchymal
X1000102404.C10	mesenchymal
X1000102404.C11	mesenchymal
X1000102404.C12	acinar
X1000102404.C2	delta
X1000102404.C3	mesenchymal
X1000102404.C5	delta
X1000102404.C6	mesenchymal
X1000102404.C7	delta
X1000102404.C8	mesenchymal
X1000102404.C9	mesenchymal
X1000102404.D1	mesenchymal
X1000102404.D10	mesenchymal
X1000102404.D11	mesenchymal
X1000102404.D12	mesenchymal
X1000102404.D2	stellate
X1000102404.D3	mesenchymal
X1000102404.D5	mesenchymal
X1000102404.D6	mesenchymal
X1000102404.D8	mesenchymal
X1000102404.D9	mesenchymal
X1000102404.E1	mesenchymal
X1000102404.E10	mesenchymal
X1000102404.E11	mesenchymal
X1000102404.E12	mesenchymal
X1000102404.E2	endothelial
X1000102404.E3	mesenchymal
X1000102404.E4	mesenchymal
X1000102404.E5	delta
X1000102404.E6	mesenchymal
X1000102404.E7	mesenchymal
X1000102404.E8	mesenchymal
X1000102404.E9	mesenchymal
X1000102404.F1	mesenchymal
X1000102404.F10	mesenchymal
X1000102404.F12	mesenchymal
X1000102404.F2	mesenchymal
X1000102404.F3	mesenchymal
X1000102404.F4	delta
X1000102404.F5	mesenchymal
X1000102404.F6	mesenchymal
X1000102404.F7	mesenchymal
X1000102404.F8	mesenchymal
X1000102404.F9	mesenchymal
X1000102404.G1	mesenchymal
X1000102404.G10	delta
X1000102404.G11	mesenchymal
X1000102404.G12	delta
X1000102404.G2	mesenchymal
X1000102404.G4	mesenchymal
X1000102404.G5	mesenchymal
X1000102404.G7	mesenchymal
X1000102404.H1	mesenchymal
X1000102404.H10	mesenchymal
X1000102404.H11	mesenchymal
X1000102404.H2	mesenchymal
X1000102404.H4	mesenchymal
X1000102404.H5	mesenchymal
X1000102404.H6	mesenchymal
X1000102404.H7	mesenchymal
X1000102404.H8	mesenchymal
X1000102404.H9	mesenchymal
X1000102601.A4	acinar
X1000102601.A5	mesenchymal
X1000102601.B1	epsilon
X1000102601.B10	mesenchymal
X1000102601.B11	ductal
X1000102601.B3	mesenchymal
X1000102601.B4	mesenchymal
X1000102601.B7	acinar
X1000102601.C1	acinar
X1000102601.C3	endothelial
X1000102601.C4	delta
X1000102601.C7	delta
X1000102601.C9	ductal
X1000102601.D11	epsilon
X1000102601.D3	ductal
X1000102601.D5	ductal
X1000102601.D6	ductal
X1000102601.D8	acinar
X1000102601.E4	mesenchymal
X1000102601.E5	mesenchymal
X1000102601.E7	epsilon
X1000102601.F1	delta
X1000102601.F12	acinar
X1000102601.F4	mesenchymal
X1000102601.F6	delta
X1000102601.F7	delta
X1000102601.G2	delta
X1000102601.G9	epsilon
X1000102601.H10	delta
X1000102601.H11	acinar
X1000102601.H2	acinar
X1000102601.H3	acinar
X1000102601.H4	mesenchymal
X1000102601.H5	acinar
X1000102601.H7	acinar
X1000102602.A1	delta
X1000102602.A10	acinar
X1000102602.A11	epsilon
X1000102602.A12	acinar
X1000102602.A2	delta
X1000102602.A3	epsilon
X1000102602.A4	epsilon
X1000102602.A5	epsilon
X1000102602.A6	acinar
X1000102602.A8	acinar
X1000102602.B1	epsilon
X1000102602.B11	epsilon
X1000102602.B2	delta
X1000102602.B3	epsilon
X1000102602.B5	epsilon
X1000102602.B6	epsilon
X1000102602.B9	acinar
X1000102602.C1	acinar
X1000102602.C10	acinar
X1000102602.C11	acinar
X1000102602.C12	epsilon
X1000102602.C2	epsilon
X1000102602.C3	epsilon
X1000102602.C4	epsilon
X1000102602.C5	epsilon
X1000102602.C7	epsilon
X1000102602.C9	epsilon
X1000102602.D1	mesenchymal
X1000102602.D10	epsilon
X1000102602.D11	endothelial
X1000102602.D12	delta
X1000102602.D2	ductal
X1000102602.D3	acinar
X1000102602.D4	epsilon
X1000102602.D6	acinar
X1000102602.D7	epsilon
X1000102602.D9	epsilon
X1000102602.E1	epsilon
X1000102602.E10	epsilon
X1000102602.E12	epsilon
X1000102602.E2	epsilon
X1000102602.E3	epsilon
X1000102602.E4	epsilon
X1000102602.E6	epsilon
X1000102602.E7	epsilon
X1000102602.E8	acinar
X1000102602.F1	epsilon
X1000102602.F10	epsilon
X1000102602.F11	epsilon
X1000102602.F12	epsilon
X1000102602.F3	epsilon
X1000102602.F4	acinar
X1000102602.F5	epsilon
X1000102602.F6	acinar
X1000102602.F9	epsilon
X1000102602.G1	acinar
X1000102602.G11	epsilon
X1000102602.G3	epsilon
X1000102602.G4	epsilon
X1000102602.G5	epsilon
X1000102602.G6	epsilon
X1000102602.G7	epsilon
X1000102602.G9	epsilon
X1000102602.H11	epsilon
X1000102602.H2	epsilon
X1000102602.H4	epsilon
X1000102602.H6	alpha
X1000102602.H7	acinar
X1000102602.H9	epsilon
X1000102701.A12	acinar
X1000102701.A2	delta
X1000102701.A3	delta
X1000102701.A4	mesenchymal
X1000102701.A6	ductal
X1000102701.B10	delta
X1000102701.B11	mesenchymal
X1000102701.B12	delta
X1000102701.B3	acinar
X1000102701.B4	acinar
X1000102701.B5	delta
X1000102701.B6	delta
X1000102701.C10	epsilon
X1000102701.C12	acinar
X1000102701.C3	delta
X1000102701.D10	mesenchymal
X1000102701.D11	acinar
X1000102701.D12	delta
X1000102701.D4	acinar
X1000102701.D5	delta
X1000102701.D7	delta
X1000102701.E1	ductal
X1000102701.E11	delta
X1000102701.E12	mesenchymal
X1000102701.F1	delta
X1000102701.F10	delta
X1000102701.F4	delta
X1000102701.F7	delta
X1000102701.G11	delta
X1000102701.G12	mesenchymal
X1000102701.G5	ductal
X1000102701.G6	acinar
X1000102701.H1	delta
X1000102701.H11	ductal
X1000102701.H2	mesenchymal
X1000102701.H4	delta
X1000102701.H6	mesenchymal
X1000102701.H8	delta
X1000102702.A10	acinar
X1000102702.A11	acinar
X1000102702.A12	acinar
X1000102702.A4	delta
X1000102702.A5	acinar
X1000102702.A6	acinar
X1000102702.A9	acinar
X1000102702.B1	delta
X1000102702.B11	delta
X1000102702.B12	epsilon
X1000102702.B2	acinar
X1000102702.B3	epsilon
X1000102702.B4	delta
X1000102702.B6	epsilon
X1000102702.B7	acinar
X1000102702.C1	acinar
X1000102702.C10	acinar
X1000102702.C11	delta
X1000102702.C12	delta
X1000102702.C2	delta
X1000102702.C3	delta
X1000102702.C4	epsilon
X1000102702.C6	epsilon
X1000102702.C9	acinar
X1000102702.D1	acinar
X1000102702.D10	delta
X1000102702.D11	acinar
X1000102702.D12	delta
X1000102702.D2	epsilon
X1000102702.D8	delta
X1000102702.D9	acinar
X1000102702.E10	acinar
X1000102702.E11	delta
X1000102702.E12	acinar
X1000102702.E2	acinar
X1000102702.E4	delta
X1000102702.E6	acinar
X1000102702.E7	acinar
X1000102702.E8	delta
X1000102702.E9	acinar
X1000102702.F10	acinar
X1000102702.F12	delta
X1000102702.F2	epsilon
X1000102702.F3	acinar
X1000102702.F4	acinar
X1000102702.G1	acinar
X1000102702.G10	delta
X1000102702.G12	epsilon
X1000102702.G2	epsilon
X1000102702.G3	acinar
X1000102702.G4	delta
X1000102702.G5	delta
X1000102702.G8	beta
X1000102702.H1	acinar
X1000102702.H11	delta
X1000102702.H2	acinar
X1000102702.H3	acinar
X1000102702.H4	delta
X1000102702.H9	acinar
X1000102901.A1	mesenchymal
X1000102901.A11	endothelial
X1000102901.A12	delta
X1000102901.A3	delta
X1000102901.A4	delta
X1000102901.A5	endothelial
X1000102901.A7	endothelial
X1000102901.A8	acinar
X1000102901.A9	epsilon
X1000102901.B1	endothelial
X1000102901.B10	stellate
X1000102901.B11	delta
X1000102901.B12	delta
X1000102901.B3	endothelial
X1000102901.B4	endothelial
X1000102901.B6	ductal
X1000102901.B7	endothelial
X1000102901.B8	endothelial
X1000102901.C1	mesenchymal
X1000102901.C10	endothelial
X1000102901.C12	delta
X1000102901.C2	endothelial
X1000102901.C5	endothelial
X1000102901.C6	delta
X1000102901.C7	ductal
X1000102901.C8	endothelial
X1000102901.D1	ductal
X1000102901.D10	endothelial
X1000102901.D11	endothelial
X1000102901.D12	endothelial
X1000102901.D2	endothelial
X1000102901.D3	delta
X1000102901.D4	endothelial
X1000102901.D5	delta
X1000102901.D6	mesenchymal
X1000102901.D7	endothelial
X1000102901.D8	endothelial
X1000102901.D9	ductal
X1000102901.E1	ductal
X1000102901.E10	endothelial
X1000102901.E11	endothelial
X1000102901.E2	endothelial
X1000102901.E3	ductal
X1000102901.E4	epsilon
X1000102901.E5	endothelial
X1000102901.E6	acinar
X1000102901.E7	endothelial
X1000102901.F1	endothelial
X1000102901.F10	delta
X1000102901.F11	acinar
X1000102901.F12	endothelial
X1000102901.F3	acinar
X1000102901.F5	endothelial
X1000102901.F6	endothelial
X1000102901.F7	ductal
X1000102901.F8	endothelial
X1000102901.F9	endothelial
X1000102901.G10	endothelial
X1000102901.G12	endothelial
X1000102901.G2	endothelial
X1000102901.G4	delta
X1000102901.G5	ductal
X1000102901.G6	endothelial
X1000102901.G7	endothelial
X1000102901.G8	endothelial
X1000102901.H1	acinar
X1000102901.H10	endothelial
X1000102901.H11	endothelial
X1000102901.H2	acinar
X1000102901.H3	acinar
X1000102901.H4	mesenchymal
X1000102901.H5	acinar
X1000102901.H6	ductal
X1000102901.H7	delta
X1000102902.A11	mesenchymal
X1000102902.A12	mesenchymal
X1000102902.A3	mesenchymal
X1000102902.A6	mesenchymal
X1000102902.A8	delta
X1000102902.A9	mesenchymal
X1000102902.B1	mesenchymal
X1000102902.B10	mesenchymal
X1000102902.B2	delta
X1000102902.B4	delta
X1000102902.B9	mesenchymal
X1000102902.C10	mesenchymal
X1000102902.C12	endothelial
X1000102902.C3	mesenchymal
X1000102902.C5	mesenchymal
X1000102902.C7	mesenchymal
X1000102902.C8	mesenchymal
X1000102902.D1	endothelial
X1000102902.D10	mesenchymal
X1000102902.D11	mesenchymal
X1000102902.D12	endothelial
X1000102902.D2	mesenchymal
X1000102902.D3	endothelial
X1000102902.D4	mesenchymal
X1000102902.D5	endothelial
X1000102902.D7	mesenchymal
X1000102902.D8	mesenchymal
X1000102902.D9	mesenchymal
X1000102902.E1	delta
X1000102902.E10	mesenchymal
X1000102902.E11	delta
X1000102902.E12	mesenchymal
X1000102902.E3	mesenchymal
X1000102902.E4	mesenchymal
X1000102902.E5	endothelial
X1000102902.E6	mesenchymal
X1000102902.E7	mesenchymal
X1000102902.E8	endothelial
X1000102902.E9	mesenchymal
X1000102902.F1	mesenchymal
X1000102902.F11	endothelial
X1000102902.F12	mesenchymal
X1000102902.F2	mesenchymal
X1000102902.F3	mesenchymal
X1000102902.F5	mesenchymal
X1000102902.F6	mesenchymal
X1000102902.F7	endothelial
X1000102902.F8	mesenchymal
X1000102902.G1	mesenchymal
X1000102902.G12	mesenchymal
X1000102902.G3	mesenchymal
X1000102902.G4	mesenchymal
X1000102902.G5	mesenchymal
X1000102902.G6	endothelial
X1000102902.G7	mesenchymal
X1000102902.G8	delta
X1000102902.H10	mesenchymal
X1000102902.H11	endothelial
X1000102902.H3	mesenchymal
X1000102902.H5	mesenchymal
X1000102902.H9	mesenchymal
X1000102903.A1	acinar
X1000102903.A10	acinar
X1000102903.A11	acinar
X1000102903.A12	epsilon
X1000102903.A2	acinar
X1000102903.A3	ductal
X1000102903.A4	epsilon
X1000102903.A5	epsilon
X1000102903.A7	epsilon
X1000102903.A8	acinar
X1000102903.A9	epsilon
X1000102903.B1	acinar
X1000102903.B10	delta
X1000102903.B11	acinar
X1000102903.B2	epsilon
X1000102903.B3	acinar
X1000102903.B4	epsilon
X1000102903.B5	acinar
X1000102903.B6	ductal
X1000102903.B7	acinar
X1000102903.B8	epsilon
X1000102903.B9	epsilon
X1000102903.C1	epsilon
X1000102903.C10	delta
X1000102903.C11	acinar
X1000102903.C12	epsilon
X1000102903.C2	epsilon
X1000102903.C4	epsilon
X1000102903.C5	acinar
X1000102903.C6	epsilon
X1000102903.C7	delta
X1000102903.C8	delta
X1000102903.C9	delta
X1000102903.D1	epsilon
X1000102903.D10	acinar
X1000102903.D11	acinar
X1000102903.D2	acinar
X1000102903.D3	ductal
X1000102903.D4	acinar
X1000102903.D5	ductal
X1000102903.D6	epsilon
X1000102903.D7	ductal
X1000102903.D8	epsilon
X1000102903.D9	ductal
X1000102903.E3	epsilon
X1000102903.E4	epsilon
X1000102903.E5	ductal
X1000102903.E6	ductal
X1000102903.E7	epsilon
X1000102903.E8	ductal
X1000102903.E9	epsilon
X1000102903.F1	acinar
X1000102903.F10	epsilon
X1000102903.F12	acinar
X1000102903.F2	epsilon
X1000102903.F4	epsilon
X1000102903.F5	acinar
X1000102903.F6	acinar
X1000102903.F7	acinar
X1000102903.F8	acinar
X1000102903.F9	epsilon
X1000102903.G10	ductal
X1000102903.G12	epsilon
X1000102903.G2	ductal
X1000102903.G3	delta
X1000102903.G5	acinar
X1000102903.G8	epsilon
X1000102903.H1	delta
X1000102903.H10	delta
X1000102903.H11	delta
X1000102903.H2	acinar
X1000102903.H3	epsilon
X1000102903.H4	epsilon
X1000102903.H5	acinar
X1000102903.H6	acinar
X1000102903.H7	epsilon
X1000102903.H8	epsilon
X1000102903.H9	acinar
